,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,label
8462,0.664381,0.249977,0.052118,0.046759,0.033075,0.033009,0.023016,0.019469,horror
8463,0.703548,0.262958,0.056667,0.049027,0.033752,0.033426,0.026419,0.020031,horror
8464,0.702564,0.17408,0.037566,0.028561,0.014436,0.026655,0.018678,0.008454,horror
8465,0.704281,0.173098,0.037167,0.028243,0.014789,0.026006,0.018504,0.008408,horror
8466,0.754707,0.232842,0.077561,0.033161,0.021601,0.038085,0.022518,0.010292,horror
8467,0.774702,0.238551,0.079033,0.035787,0.022104,0.038638,0.022855,0.010393,horror
8468,0.839599,0.236539,0.078159,0.034087,0.022785,0.039202,0.027477,0.009297,horror
8469,0.862563,0.218091,0.068213,0.02256,0.016445,0.032151,0.02563,0.008629,horror
8470,0.923951,0.257455,0.068278,0.02683,0.021274,0.040817,0.03197,0.012201,horror
8471,0.79033,0.212837,0.066744,0.024228,0.019873,0.0371,0.030775,0.010319,horror
8472,0.688851,0.192385,0.062624,0.026441,0.020831,0.036647,0.029136,0.011107,horror
8473,0.724406,0.251585,0.139295,0.027251,0.023069,0.03984,0.035119,0.013426,horror
8474,0.560686,0.220436,0.135038,0.026555,0.022267,0.036982,0.033478,0.013297,horror
8475,0.601493,0.23423,0.142125,0.027857,0.022741,0.03954,0.03789,0.0148,horror
8476,0.503487,0.174703,0.101751,0.023849,0.016575,0.027471,0.033186,0.013028,horror
8477,0.539597,0.183332,0.105573,0.022687,0.017279,0.02894,0.035327,0.017301,horror
8478,0.489652,0.192195,0.111319,0.025693,0.016069,0.030103,0.032183,0.017271,horror
8479,0.613276,0.240447,0.114932,0.031097,0.019345,0.034694,0.034997,0.023203,horror
8480,0.76919,0.328786,0.149836,0.036025,0.016546,0.03638,0.033984,0.022159,horror
8481,0.779912,0.328114,0.149776,0.036462,0.0175,0.036554,0.03454,0.02213,horror
8482,1.05902,0.340276,0.149796,0.038629,0.016561,0.041001,0.034091,0.022427,horror
8483,0.99418,0.279647,0.068159,0.037279,0.014377,0.037189,0.028669,0.01942,horror
8484,1.107305,0.321269,0.071716,0.05274,0.014902,0.045248,0.035374,0.022875,horror
8485,1.15917,0.349284,0.06601,0.053437,0.013919,0.043257,0.031567,0.021862,horror
8486,1.260547,0.422023,0.070461,0.064144,0.018079,0.046004,0.040903,0.026269,horror
8487,1.210551,0.409531,0.065487,0.062807,0.017045,0.044205,0.038432,0.021941,horror
8488,1.188105,0.397675,0.057119,0.056693,0.017251,0.039897,0.035632,0.02174,horror
8489,1.08461,0.409133,0.058866,0.068621,0.015385,0.043839,0.042331,0.0197,horror
8490,1.021502,0.326987,0.041168,0.084955,0.023298,0.053295,0.051554,0.021305,horror
8491,1.041737,0.37691,0.04131,0.092671,0.028814,0.063014,0.056086,0.024,horror
8492,0.771829,0.358832,0.039717,0.088082,0.027312,0.057202,0.055166,0.022191,horror
8493,0.87801,0.386623,0.05116,0.090319,0.028605,0.057165,0.053293,0.021899,horror
8494,0.784985,0.372673,0.056875,0.080193,0.032808,0.050753,0.048882,0.020202,horror
8495,0.740517,0.330309,0.056694,0.078944,0.032442,0.050205,0.049003,0.019779,horror
8496,0.648714,0.256388,0.051726,0.066884,0.027664,0.047057,0.039645,0.015534,horror
8497,0.701549,0.288729,0.054979,0.075255,0.029943,0.050055,0.044261,0.016451,horror
8498,0.72082,0.30105,0.060974,0.075845,0.030058,0.051646,0.045486,0.018451,horror
8499,0.662181,0.244714,0.056809,0.058928,0.032367,0.043638,0.036605,0.014573,horror
8500,0.53038,0.197838,0.040066,0.034915,0.022662,0.024451,0.022665,0.010535,horror
8501,0.628326,0.159928,0.04512,0.036238,0.022535,0.020551,0.01937,0.00874,horror
8502,0.651538,0.15542,0.050477,0.036256,0.023594,0.021884,0.020156,0.00961,horror
8503,0.528284,0.112156,0.039325,0.032145,0.021347,0.019497,0.0176,0.009403,horror
8504,0.597191,0.08526,0.030436,0.026389,0.016818,0.018708,0.015661,0.007781,horror
8505,0.53498,0.084635,0.029196,0.025173,0.016728,0.01817,0.014464,0.007444,horror
8506,0.547464,0.096686,0.036589,0.026095,0.018002,0.020011,0.015573,0.007527,horror
8507,0.784428,0.245885,0.048793,0.022741,0.026756,0.028993,0.024219,0.007554,horror
8508,0.789615,0.23979,0.043848,0.025049,0.029601,0.030252,0.024723,0.006515,horror
8509,0.796375,0.237742,0.04343,0.025674,0.026321,0.030129,0.026251,0.006596,horror
8510,0.882289,0.286135,0.052213,0.034844,0.027997,0.036842,0.02872,0.008683,horror
8511,0.899278,0.346969,0.046868,0.034198,0.025977,0.039938,0.033897,0.013049,horror
8512,0.901419,0.350069,0.04198,0.037952,0.025866,0.042496,0.03559,0.013059,horror
8513,1.011353,0.369755,0.041368,0.038802,0.029817,0.04387,0.036915,0.013486,horror
8514,1.001785,0.403568,0.056875,0.059963,0.032529,0.047926,0.04348,0.014907,horror
8515,1.186487,0.500573,0.068537,0.077355,0.040627,0.062362,0.047711,0.018543,horror
8516,1.234706,0.541879,0.063677,0.090869,0.044052,0.065736,0.052088,0.0198,horror
8517,0.980074,0.587989,0.051787,0.099643,0.038133,0.057453,0.046068,0.023739,horror
8518,0.989,0.603326,0.066784,0.103144,0.037282,0.058306,0.046763,0.023195,horror
8519,1.210808,0.68401,0.07085,0.116535,0.048945,0.062966,0.053008,0.029133,horror
8520,1.100961,0.637367,0.062664,0.106213,0.047245,0.05658,0.050074,0.027191,horror
8521,0.992618,0.566915,0.061732,0.099259,0.044066,0.048582,0.04356,0.022615,horror
8522,1.031098,0.563582,0.061833,0.096272,0.043495,0.045921,0.042432,0.021844,horror
8523,1.069279,0.669961,0.079891,0.106926,0.062172,0.061798,0.047596,0.028364,horror
8524,1.030287,0.661531,0.070389,0.089271,0.059483,0.059321,0.043097,0.02774,horror
8525,0.879573,0.571988,0.061782,0.07403,0.053208,0.045494,0.0396,0.024567,horror
8526,0.811152,0.519544,0.059188,0.059372,0.048351,0.040233,0.033906,0.022806,horror
8527,0.810484,0.303089,0.055406,0.045756,0.043886,0.03718,0.027109,0.018197,horror
8528,0.747558,0.283293,0.039004,0.039689,0.041292,0.033568,0.024612,0.017852,horror
8529,0.574368,0.208547,0.034673,0.026794,0.029339,0.0307,0.016892,0.012032,horror
8530,0.65077,0.220624,0.04168,0.029435,0.032677,0.033957,0.020034,0.013417,horror
8531,0.674418,0.222471,0.043015,0.027714,0.031974,0.033753,0.021696,0.013108,horror
8532,0.608111,0.228211,0.043982,0.029255,0.033842,0.033745,0.022255,0.01415,horror
8533,0.480005,0.106596,0.025216,0.019512,0.0145,0.017172,0.016455,0.007576,horror
8534,0.522491,0.117891,0.028062,0.019596,0.015855,0.020159,0.016075,0.007024,horror
8535,0.545361,0.119617,0.026485,0.017468,0.014389,0.021304,0.01589,0.007405,horror
8536,0.601686,0.161636,0.034683,0.01981,0.014959,0.023613,0.0207,0.008296,horror
8537,0.592733,0.170549,0.037563,0.023352,0.017761,0.024588,0.022411,0.008992,horror
8538,0.587386,0.167838,0.037411,0.022499,0.017529,0.023946,0.02215,0.008679,horror
8539,0.519112,0.156193,0.035644,0.020774,0.017129,0.021264,0.020732,0.008029,horror
8540,0.431885,0.140227,0.027315,0.017437,0.013327,0.016778,0.017219,0.006341,horror
8541,0.350326,0.131402,0.025866,0.016804,0.012788,0.015458,0.014733,0.005833,horror
8542,0.438925,0.033601,0.009926,0.011944,0.008476,0.005368,0.001907,0.000971,nature
8543,0.528627,0.036762,0.010997,0.013224,0.008758,0.00593,0.002012,0.001022,nature
8544,0.640426,0.047973,0.014219,0.018527,0.011733,0.008196,0.002653,0.001668,nature
8545,0.739073,0.076606,0.018915,0.041173,0.038175,0.02324,0.013123,0.011138,nature
8546,0.772236,0.12651,0.023108,0.051197,0.045645,0.029854,0.015137,0.011694,nature
8547,0.898478,0.142622,0.03089,0.060143,0.048334,0.034396,0.020402,0.013587,nature
8548,0.899396,0.14128,0.028177,0.06106,0.054204,0.039964,0.023108,0.016416,nature
8549,0.882436,0.140317,0.027945,0.060904,0.053893,0.039482,0.022923,0.016285,nature
8550,0.650957,0.133575,0.025476,0.0601,0.051887,0.037321,0.022451,0.016058,nature
8551,0.553079,0.129287,0.027262,0.059323,0.051733,0.036714,0.022474,0.016386,nature
8552,0.5403,0.123611,0.024,0.054274,0.048225,0.036425,0.022415,0.016387,nature
8553,0.681715,0.158892,0.025472,0.057005,0.049595,0.036627,0.023545,0.018096,nature
8554,0.801008,0.193114,0.036512,0.075861,0.05591,0.042493,0.029512,0.027338,nature
8555,0.80018,0.173989,0.040242,0.054221,0.034115,0.028965,0.020251,0.019931,nature
8556,0.839587,0.136117,0.049907,0.050144,0.028758,0.023751,0.018696,0.021732,nature
8557,0.759406,0.123142,0.042686,0.041806,0.026523,0.020039,0.0135,0.020335,nature
8558,0.797692,0.133711,0.04417,0.038138,0.020133,0.015529,0.010946,0.019303,nature
8559,0.897504,0.147522,0.047172,0.039579,0.022789,0.01678,0.011311,0.0212,nature
8560,0.90443,0.171819,0.0498,0.041629,0.024151,0.017687,0.012125,0.023378,nature
8561,1.158195,0.233277,0.052767,0.044743,0.028273,0.022722,0.015297,0.03007,nature
8562,1.20211,0.236627,0.059101,0.04463,0.02808,0.024963,0.016127,0.031867,nature
8563,1.09403,0.219204,0.061575,0.044032,0.031002,0.025499,0.015272,0.031873,nature
8564,0.881774,0.183363,0.047535,0.020094,0.022176,0.018048,0.009149,0.022525,nature
8565,0.829133,0.177149,0.039448,0.020056,0.018044,0.016772,0.008075,0.020908,nature
8566,0.826813,0.181473,0.030797,0.019044,0.017932,0.017892,0.008347,0.020519,nature
8567,0.83022,0.218798,0.042242,0.026501,0.021154,0.023456,0.01083,0.026249,nature
8568,0.88659,0.212662,0.041659,0.026413,0.021022,0.022999,0.010392,0.025505,nature
8569,0.938656,0.243463,0.047194,0.028579,0.021488,0.024633,0.011831,0.030237,nature
8570,0.938095,0.220388,0.045699,0.027432,0.02041,0.023997,0.011428,0.028402,nature
8571,0.7115,0.177504,0.04642,0.024958,0.022758,0.020695,0.009551,0.022719,nature
8572,0.714985,0.181986,0.042352,0.026864,0.023276,0.018901,0.009601,0.022116,nature
8573,0.628104,0.179014,0.04378,0.024323,0.019961,0.018606,0.010657,0.022623,nature
8574,0.770432,0.227154,0.073463,0.026789,0.031193,0.023827,0.016827,0.027698,nature
8575,0.86585,0.24007,0.074302,0.028889,0.033957,0.024886,0.017186,0.029248,nature
8576,0.890274,0.232989,0.070951,0.024775,0.032682,0.025342,0.017394,0.028666,nature
8577,0.918201,0.217066,0.060265,0.017523,0.030023,0.020401,0.015869,0.024836,nature
8578,0.833556,0.207684,0.059262,0.017883,0.029539,0.019655,0.015834,0.023925,nature
8579,0.751829,0.2388,0.054338,0.021198,0.02821,0.021608,0.020111,0.025111,nature
8580,0.777731,0.254414,0.055483,0.022641,0.028552,0.022636,0.021428,0.026745,nature
8581,0.920917,0.377872,0.056082,0.027365,0.027726,0.028359,0.023272,0.032102,nature
8582,0.867638,0.372833,0.053475,0.025172,0.027086,0.027694,0.022282,0.030841,nature
8583,0.867987,0.356338,0.047324,0.024635,0.026074,0.026743,0.020878,0.028594,nature
8584,0.835421,0.299351,0.018131,0.023784,0.015846,0.021375,0.0143,0.022996,nature
8585,0.820899,0.365349,0.023711,0.038939,0.032167,0.038025,0.037879,0.032177,nature
8586,0.810581,0.423835,0.068414,0.051639,0.077444,0.086779,0.095035,0.041218,nature
8587,0.774077,0.470689,0.136062,0.091487,0.10715,0.105208,0.100912,0.047533,nature
8588,0.903635,0.52828,0.159123,0.09604,0.130359,0.178737,0.137073,0.077093,nature
8589,0.973148,0.534098,0.20286,0.208217,0.225078,0.234756,0.159877,0.072934,nature
8590,0.949158,0.522045,0.202635,0.206878,0.228425,0.235367,0.160086,0.071867,nature
8591,0.80748,0.394118,0.20245,0.205437,0.229131,0.235296,0.158838,0.068918,nature
8592,0.800987,0.415796,0.2244,0.214476,0.256931,0.246402,0.163243,0.073259,nature
8593,0.861777,0.423786,0.225265,0.217397,0.265869,0.276077,0.175403,0.077944,nature
8594,0.862502,0.455693,0.228251,0.222986,0.273337,0.28728,0.187376,0.090616,nature
8595,0.790382,0.407638,0.232559,0.223042,0.27029,0.272975,0.16707,0.082132,nature
8596,0.778081,0.421703,0.224377,0.225364,0.226883,0.233887,0.125044,0.079637,nature
8597,0.836798,0.361285,0.169876,0.192532,0.210792,0.219654,0.122163,0.072918,nature
8598,0.788586,0.328381,0.149072,0.20143,0.204729,0.160015,0.096952,0.047776,nature
8599,0.735199,0.291782,0.106062,0.140539,0.116379,0.109775,0.074449,0.049074,nature
8600,0.853979,0.319316,0.113186,0.152906,0.13557,0.13211,0.081664,0.051833,nature
8601,0.870003,0.328882,0.133996,0.154537,0.150984,0.137259,0.089201,0.060598,nature
8602,0.858169,0.303553,0.115848,0.147048,0.139794,0.131996,0.087881,0.060234,nature
8603,0.853158,0.334787,0.117309,0.154458,0.149015,0.109939,0.08421,0.059759,nature
8604,0.79356,0.317283,0.115284,0.161787,0.142955,0.107097,0.083168,0.053843,nature
8605,0.746323,0.288376,0.107619,0.146744,0.127379,0.104513,0.080238,0.051368,nature
8606,0.842101,0.252774,0.071801,0.139111,0.147335,0.104064,0.073544,0.050284,nature
8607,0.983028,0.287094,0.065977,0.169694,0.157388,0.146473,0.082585,0.058118,nature
8608,0.886748,0.264718,0.065116,0.158103,0.142623,0.135149,0.073952,0.054384,nature
8609,0.854884,0.225299,0.066395,0.113733,0.143539,0.141751,0.077302,0.061588,nature
8610,0.838866,0.203985,0.059957,0.113723,0.130074,0.138544,0.082533,0.07028,nature
8611,0.978945,0.286497,0.062941,0.1419,0.131749,0.134222,0.075847,0.061531,nature
8612,1.144847,0.358553,0.085919,0.160557,0.127013,0.166468,0.140256,0.069716,nature
8613,1.065546,0.324321,0.08879,0.155676,0.111142,0.16011,0.133505,0.067417,nature
8614,1.24458,0.428142,0.108153,0.208269,0.202238,0.208304,0.144325,0.102807,nature
8615,1.298263,0.456193,0.108077,0.220459,0.210859,0.217141,0.149563,0.105541,nature
8616,1.197333,0.415331,0.107293,0.214549,0.188591,0.206256,0.141193,0.099452,nature
8617,0.956849,0.370057,0.09866,0.176159,0.16393,0.158204,0.128139,0.089627,nature
8618,0.96574,0.386399,0.100546,0.176128,0.16891,0.161609,0.12833,0.089504,nature
8619,0.9144,0.382272,0.095013,0.162386,0.160189,0.14463,0.118955,0.077402,nature
8620,0.910113,0.413307,0.093042,0.154122,0.165892,0.140124,0.108526,0.066541,nature
8621,0.797512,0.321733,0.063948,0.119907,0.144547,0.138188,0.107994,0.063558,nature
8622,0.688341,0.251112,0.036865,0.09963,0.132912,0.100337,0.040436,0.051151,nature
8623,0.726049,0.254787,0.03224,0.094725,0.13284,0.105168,0.039854,0.049971,nature
8624,0.721017,0.155832,0.020859,0.040122,0.049712,0.052666,0.033148,0.009136,nature
8625,0.666914,0.164825,0.0771,0.093442,0.114347,0.081734,0.043716,0.01954,nature
8626,0.757072,0.204149,0.087848,0.123049,0.156497,0.115937,0.054725,0.023365,nature
8627,0.870447,0.278295,0.138652,0.150073,0.195109,0.181771,0.106572,0.060193,nature
8628,0.845316,0.264066,0.14098,0.150997,0.191266,0.17821,0.109403,0.061015,nature
8629,1.011726,0.341363,0.168655,0.184731,0.199851,0.201337,0.11867,0.07347,nature
8630,0.962925,0.306029,0.171983,0.192457,0.198141,0.191259,0.123301,0.075767,nature
8631,0.980128,0.303171,0.172512,0.194674,0.213624,0.194388,0.129709,0.078565,nature
8632,1.166258,0.404425,0.187022,0.27545,0.278961,0.239976,0.149743,0.099946,nature
8633,1.152356,0.399965,0.187381,0.277569,0.280488,0.237662,0.150626,0.101152,nature
8634,1.01922,0.412784,0.183371,0.269335,0.275444,0.236168,0.139241,0.102399,nature
8635,1.116705,0.394241,0.126768,0.20352,0.224519,0.21104,0.131402,0.096034,nature
8636,0.97747,0.384877,0.133287,0.18437,0.201343,0.19003,0.129074,0.095021,nature
8637,0.99218,0.334711,0.083044,0.158477,0.163783,0.124928,0.07744,0.058327,nature
8638,0.982081,0.351247,0.08398,0.167101,0.167742,0.12795,0.075035,0.058232,nature
8639,0.999475,0.376344,0.141205,0.171996,0.182525,0.132166,0.08428,0.05648,nature
8640,1.044601,0.396863,0.147424,0.182474,0.187797,0.191585,0.117436,0.055881,nature
8641,0.97155,0.387849,0.146314,0.17972,0.169941,0.182333,0.109042,0.052301,nature
8642,0.738562,0.283732,0.132743,0.098791,0.105431,0.136554,0.089253,0.031272,nature
8643,0.807009,0.281948,0.131984,0.097333,0.102535,0.133742,0.087425,0.029404,nature
8644,0.816331,0.320361,0.196584,0.10844,0.123988,0.145387,0.095309,0.047647,nature
8645,0.7126,0.296622,0.193626,0.105512,0.100685,0.131552,0.086505,0.040656,nature
8646,0.794635,0.273805,0.17739,0.093767,0.087062,0.130603,0.081118,0.041304,nature
8647,0.745912,0.272408,0.203764,0.094688,0.09621,0.138544,0.087855,0.04654,nature
8648,0.78254,0.251928,0.198882,0.086034,0.092638,0.134206,0.0848,0.045137,nature
8649,0.662403,0.154256,0.115345,0.047975,0.077479,0.109386,0.066945,0.036086,nature
8650,0.675443,0.16748,0.119243,0.053222,0.078703,0.063675,0.038859,0.039079,nature
8651,0.762964,0.204416,0.126149,0.064461,0.093608,0.080115,0.048966,0.044528,nature
8652,0.750183,0.204451,0.125438,0.066214,0.095683,0.084948,0.049316,0.045313,nature
8653,0.663998,0.210021,0.130908,0.068008,0.097953,0.093943,0.05677,0.048826,nature
8654,0.617376,0.154435,0.070187,0.058428,0.074027,0.080644,0.045658,0.028412,nature
8655,0.692522,0.163169,0.078479,0.060613,0.077704,0.083236,0.047301,0.029206,nature
8656,0.685096,0.156707,0.077304,0.060583,0.072291,0.069922,0.043121,0.025071,nature
8657,0.613716,0.13514,0.050424,0.058664,0.062178,0.061383,0.0363,0.019753,nature
8658,0.604776,0.168443,0.051034,0.057236,0.066834,0.075845,0.043579,0.024412,nature
8659,0.645134,0.235854,0.059243,0.060055,0.067099,0.077558,0.05216,0.027864,nature
8660,0.550521,0.196656,0.045745,0.034511,0.050282,0.058812,0.0397,0.022672,nature
8661,0.516664,0.160593,0.039648,0.025014,0.037479,0.042534,0.029376,0.017294,nature
8662,0.649122,0.162501,0.047456,0.037925,0.041881,0.04555,0.041051,0.030998,nature
8663,0.833218,0.171231,0.047526,0.038537,0.043726,0.053868,0.036717,0.02935,nature
8664,0.796515,0.160227,0.041171,0.034935,0.041365,0.053173,0.036636,0.029346,nature
8665,0.78828,0.153776,0.032943,0.032894,0.037787,0.050683,0.03505,0.028602,nature
8666,0.774058,0.153774,0.032762,0.032629,0.037858,0.051143,0.035293,0.028656,nature
8667,0.805833,0.20199,0.034578,0.035868,0.040666,0.053344,0.037331,0.030138,nature
8668,0.767925,0.167808,0.032376,0.033835,0.031748,0.0371,0.029937,0.02533,nature
8669,0.761785,0.110941,0.030665,0.031266,0.025092,0.034101,0.023284,0.02097,nature
8670,0.899874,0.127915,0.033559,0.044527,0.0374,0.075791,0.079623,0.07315,nature
8671,0.899796,0.150493,0.040154,0.051101,0.048355,0.082419,0.085897,0.078679,nature
8672,0.784861,0.155374,0.035099,0.038301,0.041692,0.074712,0.073621,0.063892,nature
8673,0.705591,0.148254,0.037528,0.038526,0.045343,0.067744,0.075605,0.067784,nature
8674,0.752708,0.180007,0.045676,0.038409,0.050359,0.070331,0.077284,0.071989,nature
8675,0.808524,0.19442,0.056831,0.05132,0.065822,0.07523,0.081683,0.078532,nature
8676,0.755974,0.196845,0.057872,0.055237,0.078636,0.08481,0.087659,0.081041,nature
8677,0.770777,0.151387,0.056215,0.052307,0.07624,0.083009,0.085627,0.079538,nature
8678,0.866977,0.15191,0.056485,0.052731,0.076777,0.083363,0.085895,0.079632,nature
8679,0.819378,0.138726,0.050644,0.052845,0.075393,0.082631,0.083114,0.078886,nature
8680,0.66908,0.123003,0.047303,0.037185,0.060849,0.040973,0.027106,0.026721,nature
8681,0.674467,0.114712,0.046818,0.037865,0.049654,0.047157,0.032991,0.027295,nature
8682,0.724239,0.128603,0.046382,0.047483,0.052704,0.053258,0.041085,0.033936,nature
8683,0.673136,0.293962,0.089836,0.105457,0.075435,0.101252,0.084314,0.033644,nature
8684,0.64735,0.266606,0.08171,0.105801,0.072977,0.098444,0.083515,0.030569,nature
8685,0.624921,0.30332,0.086227,0.100282,0.127611,0.117733,0.115318,0.037996,nature
8686,0.720332,0.328747,0.109728,0.120872,0.13418,0.113262,0.112096,0.036514,nature
8687,0.841923,0.328828,0.110951,0.121411,0.134844,0.11867,0.117137,0.04099,nature
8688,0.831972,0.332483,0.112338,0.121105,0.135417,0.118562,0.116966,0.040935,nature
8689,0.873745,0.333237,0.11039,0.124975,0.139559,0.119217,0.117144,0.040997,nature
8690,0.879924,0.334459,0.112138,0.125497,0.138754,0.118094,0.116202,0.040109,nature
8691,0.867435,0.338983,0.118273,0.119029,0.143224,0.113685,0.104385,0.03415,nature
8692,0.861333,0.317956,0.116072,0.10806,0.139326,0.107368,0.096231,0.027447,nature
8693,0.831867,0.147698,0.06817,0.055225,0.12096,0.053723,0.050428,0.02245,nature
8694,0.835255,0.140905,0.065631,0.05299,0.117607,0.053312,0.049165,0.020942,nature
8695,0.775846,0.088832,0.0501,0.045622,0.047486,0.029126,0.013005,0.006986,nature
8696,0.731443,0.057056,0.024791,0.020903,0.029052,0.024359,0.010228,0.005882,nature
8697,0.714828,0.134172,0.028539,0.023628,0.031631,0.022627,0.006214,0.001742,nature
8698,0.66511,0.131557,0.028809,0.027044,0.036169,0.025884,0.007055,0.003492,nature
8699,0.656849,0.133334,0.029141,0.024122,0.033344,0.027102,0.008395,0.005345,nature
8700,0.694337,0.133586,0.037771,0.028855,0.037645,0.030572,0.010291,0.008303,nature
8701,0.76608,0.188494,0.037446,0.039501,0.040855,0.041277,0.042011,0.024208,nature
8702,1.011585,0.278914,0.179023,0.121251,0.059183,0.062395,0.056381,0.044478,nature
8703,1.029882,0.286777,0.185675,0.115438,0.051171,0.063822,0.058619,0.046332,nature
8704,1.090162,0.293259,0.189612,0.118691,0.064578,0.069483,0.063574,0.049555,nature
8705,1.095123,0.299625,0.192327,0.120932,0.066085,0.074513,0.065682,0.053291,nature
8706,1.092006,0.310051,0.203128,0.122555,0.079014,0.077867,0.065621,0.05349,nature
8707,0.989638,0.230916,0.198714,0.119177,0.075773,0.073871,0.064584,0.053246,nature
8708,0.957522,0.228545,0.197154,0.11568,0.07042,0.07063,0.063734,0.051454,nature
8709,1.025566,0.249493,0.203565,0.115133,0.07071,0.069603,0.062771,0.050128,nature
8710,1.055902,0.265214,0.198369,0.110875,0.068106,0.066861,0.060991,0.048021,nature
8711,1.047508,0.186885,0.186461,0.098014,0.059054,0.047412,0.028826,0.031838,nature
8712,0.864224,0.104368,0.046627,0.016948,0.041994,0.027629,0.015217,0.011757,nature
8713,0.829135,0.090759,0.036775,0.013778,0.037027,0.020821,0.010337,0.009423,nature
8714,0.77442,0.086658,0.037243,0.015727,0.026206,0.018255,0.007237,0.006624,nature
8715,0.8344,0.139489,0.042805,0.033847,0.029355,0.01706,0.009042,0.003499,nature
8716,0.967585,0.136426,0.034459,0.032332,0.018697,0.016937,0.009606,0.003724,nature
8717,1.029376,0.148654,0.034655,0.033936,0.020123,0.021536,0.011134,0.004614,nature
8718,1.124453,0.156603,0.03937,0.036209,0.020968,0.023653,0.011918,0.004982,nature
8719,1.02441,0.151155,0.045702,0.041256,0.021771,0.02323,0.012034,0.005436,nature
8720,1.117102,0.143283,0.043484,0.040763,0.025632,0.025178,0.015376,0.006208,nature
8721,1.005238,0.162536,0.063538,0.060365,0.040442,0.032292,0.016016,0.006653,nature
8722,1.109076,0.16237,0.07328,0.070167,0.044803,0.043463,0.040407,0.019681,nature
8723,1.316486,0.259334,0.089685,0.098484,0.094785,0.065242,0.048664,0.035006,nature
8724,1.253009,0.261805,0.087077,0.094364,0.094877,0.063692,0.048085,0.035811,nature
8725,1.330937,0.279757,0.084197,0.084759,0.104282,0.085089,0.057634,0.052984,nature
8726,1.162101,0.343237,0.099766,0.115125,0.137638,0.10982,0.066486,0.063514,nature
8727,1.067341,0.343631,0.10029,0.119585,0.140423,0.106821,0.067523,0.065434,nature
8728,1.018125,0.346721,0.101333,0.118138,0.140937,0.105605,0.066871,0.067235,nature
8729,1.112467,0.392512,0.090857,0.119083,0.145942,0.131095,0.075658,0.076813,nature
8730,1.160125,0.406472,0.089978,0.120791,0.147654,0.135576,0.075741,0.075886,nature
8731,1.296964,0.39172,0.073641,0.104984,0.136788,0.129136,0.076889,0.075753,nature
8732,1.134876,0.384885,0.062931,0.094124,0.131804,0.116687,0.051936,0.06274,nature
8733,0.917881,0.312579,0.050517,0.070282,0.085616,0.097791,0.04765,0.047896,nature
8734,1.249208,0.338759,0.116907,0.223831,0.183694,0.207779,0.160826,0.13624,nature
8735,1.179839,0.281175,0.113282,0.217579,0.174005,0.194641,0.152067,0.122429,nature
8736,1.350615,0.21118,0.115808,0.203518,0.172039,0.185039,0.146854,0.113543,nature
8737,1.354002,0.222565,0.117227,0.199874,0.170482,0.189264,0.146012,0.112183,nature
8738,1.366693,0.239473,0.113359,0.206136,0.175514,0.211828,0.155242,0.115165,nature
8739,1.405292,0.208325,0.127058,0.253865,0.246342,0.24642,0.194697,0.11685,nature
8740,1.305659,0.185665,0.12636,0.252741,0.239873,0.239214,0.190644,0.116049,nature
8741,1.228664,0.180404,0.122079,0.248617,0.235622,0.238475,0.188786,0.115732,nature
8742,1.214602,0.196708,0.12388,0.24992,0.236335,0.238766,0.1889,0.115728,nature
8743,1.200545,0.172295,0.119319,0.245376,0.232599,0.235755,0.185032,0.115434,nature
8744,1.142648,0.184747,0.057728,0.102138,0.151668,0.132939,0.073726,0.027282,nature
8745,1.088904,0.169349,0.057501,0.098005,0.147464,0.121424,0.069117,0.023317,nature
8746,1.038149,0.177014,0.038568,0.084223,0.113615,0.108163,0.066126,0.022499,nature
8747,1.013311,0.154638,0.035692,0.08161,0.110706,0.102353,0.064399,0.021,nature
8748,1.040802,0.140097,0.035318,0.078174,0.106803,0.084572,0.056066,0.016397,nature
8749,0.858545,0.104938,0.018961,0.023104,0.028184,0.023573,0.007084,0.004076,nature
8750,0.895226,0.1442,0.020891,0.025377,0.03513,0.048889,0.027909,0.014255,nature
8751,0.913212,0.145357,0.020769,0.026195,0.036809,0.050704,0.028254,0.014315,nature
8752,0.859817,0.126692,0.017925,0.025057,0.035369,0.050179,0.027883,0.014102,nature
8753,0.946923,0.128984,0.019032,0.027355,0.03782,0.051736,0.028011,0.013888,nature
8754,0.697162,0.085108,0.012109,0.015832,0.01789,0.043257,0.024917,0.012603,nature
8755,0.652088,0.081268,0.011382,0.015739,0.019532,0.043129,0.02515,0.012611,nature
8756,0.499212,0.072626,0.00968,0.012879,0.018638,0.037268,0.023745,0.011375,nature
8757,0.508763,0.069606,0.009944,0.013441,0.019286,0.038164,0.023872,0.011651,nature
8758,0.464657,0.061284,0.008873,0.010203,0.016985,0.033009,0.023117,0.011414,nature
8759,0.505677,0.062926,0.009711,0.010989,0.01746,0.03344,0.023603,0.011565,nature
8760,0.46875,0.044445,0.009238,0.013332,0.02579,0.022956,0.01016,0.006003,nature
8761,0.484989,0.052789,0.018881,0.02736,0.079573,0.076269,0.024049,0.016765,nature
8762,0.623544,0.057076,0.026737,0.037283,0.10132,0.089458,0.024743,0.017156,nature
8763,0.549272,0.055656,0.026424,0.035487,0.099141,0.088131,0.024507,0.017148,nature
8764,0.563303,0.059991,0.029277,0.040628,0.104767,0.093135,0.028757,0.019105,nature
